text,intent
i don t know what i have to do to close a platinum account,account_help
i have a problem setting the secondary delivery address up,shipping_info
i try to see what hours customer service aailable is,contact_support
want help filing a consumer cliam against your company,general_support
can ya help me using the premium profile,account_help
i need help checking the termination fee,general_support
i need assistance informing of problems with online payment,payment_methods
how to add an item to order,order_status
do you have a toll free customer service number,contact_support
i need assistance to change the delivery address,shipping_info
i need to talk with customer service how could i do it,contact_support
i don t know how i could download my invoice 00108,payment_methods
i need to check my reimbursement status will you help me,return_refund
notify of errorw with online registration,account_help
change several articles of order,order_status
how can i locate my invoices from,payment_methods
what do i need to do to report prbolems with payment,payment_methods
how do i unsubscriobe from ur newsletter,general_support
i am waiting for a refund of has it been processed,return_refund
i do not knwo how to cancel order,order_cancel
i am having an isuse with my signup,account_help
can you help me chatting with a person,contact_support
what do i have to do to inform of a payment issue,payment_methods
i can no longer afford order could i cancel it,order_cancel
how do ispeak with customer service,contact_support
need to see the allowed payment options can uhelp me,payment_methods
ohw to contact a person,contact_support
need assistance to see my invoices from,payment_methods
i d like to change to the standard acconut,account_help
assistance to contact goddamn customer support,contact_support
i have to see the shipment options can i get some help,shipping_info
where to see what shipping methods you offer,shipping_info
i try to see the early temrination penalty,general_support
there are problems submitting a secondary shipping address,shipping_info
i have to see what hours i can call customer service,contact_support
where could i submit my shipping address,shipping_info
i need to see purchase status how to do it,order_status
asistance to open a pro account,account_help
new gold acount for wife,account_help
i need assistanceto chat with a live agent,contact_support
want assustance to look for my bloody bills from,payment_methods
what do i have to do to see my compensation current status,return_refund
can i submit a fucking new shipping address,shipping_info
is it possible to give a quick look at the invoice 12588,payment_methods
where can i take a quick look at the invoice 00108,payment_methods
is it possible to download the invoice from,payment_methods
help listing your allowed payment methods,payment_methods
i need help signing up to your company newsletter,general_support
what do i have to do to reset the pwd of my user account,account_help
i need help tracking the restitution,return_refund
i do not know how i can check when will my package arrive,shipping_info
the payment failed assistance informing of an issue,payment_methods
i do not know what todo to chat with a live agent,contact_support
how long till i receive my refund of money,return_refund
i need assistance giving a quick look at my bill 00108,payment_methods
help me to check the current status of purchase,order_status
how do i see the allowed payment methods,payment_methods
i have to purchase several of your item,order_status
i don t know what i have to do to see your refund policy,return_refund
need assistance using the profile,account_help
i have got to see how long refunds usually take i need help,return_refund
i cant speak with a damn live agnet,contact_support
where can i submit a shipping address,shipping_info
i need help checking the withdrawal fee,general_support
i need support with my sign up,account_help
want assistance chatting with a human agent,contact_support
can you tell me what payment methods you accept,payment_methods
i would like to edit my bloody account could you help me,account_help
how do i inform of payment provlems,payment_methods
i need assistance to update purchase,order_status
i do not know what i need to do to talk to a humaqn agent,contact_support
problems with platinum account deletions,account_help
can you help me see what methods for delivery i have,shipping_info
where do i see ur accepted payment options,payment_methods
i do not know how to see the status of my rebate,return_refund
help me file a complaint against your organization,general_support
want help informing of a registration error,account_help
how to see the restitution current status,return_refund
od ya deliver to,shipping_info
i have to unsubscribe to ur corporate newsletter,general_support
i want assistance removing my damn account,account_help
i have to check in which cases can i request my money back,return_refund
i do not know how i can write a opinion about your services,general_support
i want assistance to file a claim against your organization,general_support
i do not know how i can see the reimbursement current status,return_refund
i have got to obtain a rebate of my money,return_refund
informing of issues with payments,payment_methods
assistance to notify of a problem with registrations,account_help
i don t know how i can download my invoice 85632,payment_methods
can you help me see the accepted payment options,payment_methods
is it possible to check the allowed paymentmodalities,payment_methods
i have to download the bill from,payment_methods
there is an issue setting up the shipping address,shipping_info
i need assistance listing the available payment methods,payment_methods
see your available payment options,payment_methods
i cannot see purchase goddamn current status,order_status
can you help me to get in touch with customer support,contact_support
can i check at what time i can call customer service,contact_support
can ya help me see in which situations can i ask for refunds,return_refund
i have to see how soon can i expect my package how to do ig,shipping_info
what do i have to do to delete my account,account_help
i need help to contact a person,contact_support
want help to check your damn money back guarantee,return_refund
need assiwtance leaving some feedback for ur company,general_support
i don t know what i have to do to chat with an assistant,contact_support
need assistance demanding my money back,return_refund
i need assistance notifying of troubles with online payments,payment_methods
i need help to cancel my corporate newsletter subscription,general_support
i need information about the termination of my account,account_help
i don t know how i can shop some items,order_status
can uhelp me to cancel purchase,order_cancel
can i delete some article from order,order_status
i can t afford purchase,order_cancel
see in what cases can i ask for a refund,return_refund
can you tell me more about a delivery address change,shipping_info
need help contacting customer service,contact_support
i want assistance to set up a secondary delivery address,shipping_info
i want assistance seeing order status,order_status
i need informqtion about creating platinum accounts,account_help
question about a pass recovery,account_help
i do not know what i need to do to download invoice 85632,payment_methods
i have forgotten my pin could i reset it,account_help
wanna igve a quick look at the bill 12588,payment_methods
what do i need to do to get refunds of money,return_refund
see under which circumstances can i request my money back,return_refund
i don know what to do to see the payment modalities,payment_methods
help locating my invoice 00108,payment_methods
i try to see the eta of the purchase,order_status
where to unsubscribe to the corporate newsletter,general_support
help me seeing what delivery options i can choose,shipping_info
i need help checking if there are any updates on my refund,return_refund
i need assistance to set my new delovery address up,shipping_info
the fucking shipping address changed could you update it,shipping_info
correct details on premium account,account_help
what do i have to do to report a sign up issue,account_help
i do not kow what to do to check the allowed payment methods,payment_methods
help to use the premium profile,account_help
i do not know what to do to chat with a live agent,contact_support
need assistance to check in what cases can i ask for refunds,return_refund
how do i get the bills from,payment_methods
can i swap some articles of purchase,order_status
how to speak to someone,contact_support
assistance to create another fucking freemium account,account_help
can you help me speaking to customer assistance,contact_support
i need help to file a complaint,general_support
i don t know how i can correct my address,shipping_info
i need assistance checking the cancellation charges,general_support
i cannot unsubscribe to the goddamn corporate newsletter,general_support
i am trying to retrieve the pin of my user profile,account_help
is it possible to see your payment options,payment_methods
where can i see the termination charge,general_support
i want to see what shipping options i have how to do it,shipping_info
i do not know how i can report an issue with sign up,account_help
i need information about my freemium acclunt removal,account_help
i do not know what i need to do to get a reimbursement,return_refund
is it possible to leave feedback about ur products,product_search
i want help to see your payment modalities,payment_methods
i have to see in what situations can i ask for refunds,return_refund
i have to see when will my item arrive i need assistance,shipping_info
need assistance acquiring an item,order_status
i cant make payments help to report issues with payments,payment_methods
i don t know what to do to chat with somebody,contact_support
whag do i need to do to cancel order,order_cancel
help seeing how long it takes for my shipment to arrive,shipping_info
change purchzse,order_status
help me to do a purchase,order_status
want help to see how soon can i expect the package,shipping_info
tell me more about a delivery address change,shipping_info
is it possible to obtaih rebates,return_refund
i need assistance seeing my refund current status,return_refund
help to notify of an error with bloody registrations,account_help
i need to leave an opinion can i get some help,general_support
where do i make a consumer complaint against your business,general_support
chatting with human agent,contact_support
how od i order some articles,order_status
do ya ship to,shipping_info
need assistnce acquiring an item,order_status
is it possible to write an opinion about a service,general_support
i am trying to restore the pwd of my user profile,account_help
i have got to file a bloody reclamation will you help me,general_support
i want to write a comment about a service will you help me,general_support
how to see the termination penalty,general_support
opening new platinum account for daughter,account_help
si it possible to add some products to order,order_status
i need assistance to retrieve the pwd of my user profile,account_help
i need to receive your company newsletter how can i do it,general_support
error setting up my secondary shipping address,shipping_info
i try to obtain restitutions of money,return_refund
i would like to see your damn refund policy i need help,return_refund
how could i find information about lost pin,account_help
i am trying to call customer support,contact_support
is there an e mail to submit my feedback about your company,general_support
ya have an address to send some feedback about ur services,general_support
i want help seeing what payment options are allowed,payment_methods
i need help modifying the delivery address,shipping_info
change to freemium account,account_help
is it possible to notify of an error with payments,payment_methods
i need to contact someone,contact_support
i do not know how to earn a few of your item,order_status
could you help me file a customer reclamation,general_support
give a quick look at the damn invoices from,payment_methods
i try to see your accepted payment methods,payment_methods
i try to edit order,order_status
problem with modifying purchase,order_status
need to make a consumer reclamation against ur organization,general_support
help changing to the platinum account,account_help
i have to see how long reimbursements take i need help,return_refund
i m trying to submit a different delivery address,shipping_info
help to ccreate a goddamn account,account_help
i have to see in which cases can i ask for refunds help me,return_refund
i dont know what i nede to do to get the bill 00108,payment_methods
the payment did not go through report an error,payment_methods
i have problems with the termination fo a account,account_help
help checking in what cases can i request to be refunded,return_refund
need support tryinmg to change the address,shipping_info
want assistance seeing your payment methods,payment_methods
i have to add a product to purchase how to do it,order_status
getting invoice 85632,payment_methods
i want assistance to leave some feedback for a product,product_search
i try to check the shipment options,shipping_info
how to use the profile,account_help
i need to check your reimbursement policy hbow to do it,return_refund
i need help to download my bill from,payment_methods
i call to check when my article is going to arrive,shipping_info
i need assistance to get the damn bills from,payment_methods
i have to see the early termination fee,general_support
i do not know what to do to see the eta of order,order_status
i don t know what i have to do to download bill 85632,payment_methods
i ain t happy with your work i need to make a claim,general_support
i have to check if there are any news on the restitution,return_refund
i do not have a bloody pro account need help to open one,account_help
i dont know what to do to inform of a bloody signup problem,account_help
could you help me cancelling order,order_cancel
i m trying to request rebates of my money,return_refund
how do i see ur available payment modailties,payment_methods
i want assistance leaving my feedback about a service,general_support
want assistance checking the temrination charge,general_support
i do not know what i need to do to download my bill 00108,payment_methods
i need assistance looking for the bills from,payment_methods
i need assistance removing my account,account_help
help checking in which cases can i ask for reimbursements,return_refund
i want assistance with my onlinhe registration,account_help
i need assistance to check my invoice from,payment_methods
i have to see how long refunds take how do i do it,return_refund
i m calling to lodge a claim against ur company,general_support
i want help seeing in which cases can i ask to be refunded,return_refund
need help using the gold aaccount,account_help
assistance trying to modify the address,shipping_info
i do not know what i have to do to download my bill 85632,payment_methods
where to see at what time customer support available is,contact_support
i m trying to se the withdrawal fees,general_support
i have problems setting up a secondary delivery address,shipping_info
solve troubles with payment,payment_methods
help me check the terminatio charges,general_support
i have to see in what cases can i request refunds help me,return_refund
help me see what payment payment modalities are accepted,payment_methods
i need help checking your available payment methods,payment_methods
assistance to contact an agent,contact_support
set up new shipping address,shipping_info
i don t know how to check when will my purchase arrive,order_status
i don t know how to contact customer assistance,contact_support
wanna submit some feedback for a service how can i do it,general_support
how to look for my bill fdrom,payment_methods
want assistance changing to the pro account,account_help
i have troubles editing my delivery address,shipping_info
what do i need to do to see the compensation current status,return_refund
i need information about receiving ur newsletter,general_support
i need help trying to hcange the bloody delivery address,shipping_info
how could i check the eta of the order,order_status
can uhelp me checking the eta of order,order_status
where do i check the eta of the purchase,order_status
i do not know what to do to modify the user info,account_help
i have to file a customer claim,general_support
i don t know what i have to do to reset the pass of my user,account_help
i do not know how to check what shipping options i have,shipping_info
status of order,order_status
cancel subscription to your company newsletter,general_support
i have got to correct purcgase,order_status
where can i edit my delivery address,shipping_info
editdata on standard account,account_help
can you help me inform of a fucking signup issue,account_help
want assistance to edit the damn details on my user,account_help
how to see the available payment modalities,payment_methods
how can i make a customer complanit against ur company,general_support
i need to check if there are any updates on my bloody rebate,return_refund
where to see how soon can i expect my product,shipping_info
i don t know how i can create a standard account for my dad,account_help
i do not know how i can correct the user information,account_help
i am trying to see in which cases can i ask to be refunded,return_refund
i don t know what i need to do to reset my account password,account_help
i have got to see the cancellation charge how to do it,general_support
help me retrieve my account password,account_help
i dont know what i need to do to purchase some products,order_status
i don t know what i have to do to receive your newsletter,general_support
i need assistance canceling the newsletter subscription,general_support
i expect a rebate of was it processed,return_refund
is there a section to submit some feedback for ur products,product_search
i have paid for a product i have to get a rebate,return_refund
modify order00123842,order_status
when am i getting a rebate,return_refund
what do i have to do to list the accepted payment options,payment_methods
where do i check the withdrawal penalties,general_support
how can i get information about updating my delivery address,shipping_info
i want help resetting the pwd of my account,account_help
help me seeing what delivery methods i can choose,shipping_info
i am trying to check how soon can i expect my purchase,order_status
correct info on gold account,account_help
i do not know how i can see the early termination penalty,general_support
need to change something of order,order_status
i don t knwo how i can download bill 37777,payment_methods
i want help to see when will my packag arrive,shipping_info
notifyu of payment issues,payment_methods
i don t know what to do to locate order,order_status
can i remove a account,account_help
where do i check the options for shipment,shipping_info
i have a problpem with creating a standard account,account_help
i do not know what to do to delete a standard account,account_help
can you help me to find the bill 37777,payment_methods
i call to check how soon can i expect my package,shipping_info
i need to earn a few of your article how do i do it,order_status
is it possbile to set the secondary shipping address up,shipping_info
i have got to file a customer reclamation how do i do it,general_support
how do i subscribe to your company newsletter,general_support
want assistance to report issues with payments,payment_methods
i have problems with creating a account,account_help
help leaving a comment about your services,general_support
i do not know how i can remove a account,account_help
could you help me check what delivery methods you offer,shipping_info
i don t kmow how i can order several articles,order_status
can you help me demand refunds,return_refund
do you have a method to submit some feedback,general_support
i do not know wha to do to check when will my product arrive,shipping_info
i have troubles trying to updste my delivery address,shipping_info
need asistance seeing your bloody available payment methods,payment_methods
i need assistance reporting errors with online payment,payment_methods
i need help to contact an agent,contact_support
i want assistance informing of a problem with bloody sign up,account_help
how to purchase some articles,order_status
i want help trying to edit my addreds,shipping_info
where can i report a sign up issue,account_help
i have to write an opinion for your services,general_support
i need assistance to talk to customer service,contact_support
getting invoice from three purchases ago,order_status
i want assistance checking the cancellation penalties,general_support
i would like to see the termination fee,general_support
where do i lodge an reclamation,general_support
need assistance to see how soon can i expect my order,order_status
wanna get reimbursements,return_refund
i want information about my account termination,account_help
i need to check how long rimbursements take,return_refund
need to receive reimbursements of my money,return_refund
could you help me change the shipping address,shipping_info
i want to use the profile help me,account_help
information about opening a freemium account,account_help
i need help to add several articles to order,order_status
want assistance lodging a reclamation,general_support
is there an e mail to send feedback about ur services,general_support
help checking your accepted payment options,payment_methods
i don t know what to do to get my bills from,payment_methods
i want help changing an article of purchase,order_status
wanna download invoice 37777 could ya help me,payment_methods
i want to sign up to the newsletter will you help me,account_help
help me to earn some of your article,order_status
want assistance switching to the premium cacount,account_help
want help to see my bilo from,payment_methods
need to report an issue with signup,account_help
i need assistance to see the early termination charges,general_support
need to change several proucts of order,order_status
where can i see my fucking bill from,payment_methods
i get an error when i try to check out,payment_methods
changing data on freemium account,account_help
can ya help me to switch to the account,account_help
can you help me notifying of errors with online payment,payment_methods
i don t know how i can notify of a problem with payments,payment_methods
i have to submita secondary shipping address help me,shipping_info
i m having issues trying to register,account_help
i don t know what i need to do to download my invoice 00108,payment_methods
i do not know how to recover the pin code of my user account,account_help
i do not know how to take a quick look at bill 00108,payment_methods
i need help acquiring several of your article,order_status
i have a question about the removal of a account,account_help
i need to see the methods for shipping can i get some help,shipping_info
i cant restore my key,account_help
wanna chedk order status help me,order_status
i don t know how i can check the cancellation charge,general_support
i want help adding some products to purchase,order_status
open account,account_help
speak with an agent,contact_support
where could i update the adress,shipping_info
i don t know what i have to do to locate my invoice 37777,payment_methods
i need to see what delivery methods you offer,shipping_info
i have a trouble setting m new delivery address up,shipping_info
i have got to leave my feedback for ur company,general_support
i dont know how i can remove my premium account,account_help
assistance using the platinum profile,account_help
i try to check order current status,order_status
where do i earn something,order_status
i do not know how to see what shipment methods i can choose,shipping_info
i need help earning several articles,order_status
i do not know how i can leave an opinion,general_support
do you have a method to leave an opinion for your services,general_support
how do i check what hours i can ocntact customer service,contact_support
i am looking for information about my lost key,account_help
i have to see order current status help me,order_status
need assistance talking to customer service,contact_support
help me to see what shipping options are available,shipping_info
i cannot check my compensation current status,return_refund
i have to change my personal data can ya help me,account_help
i lost the invoicesfrom mail them to me,payment_methods
i need to set my shipping address up how do i do it,shipping_info
i can t afford order could you cancel it,order_cancel
i need help seeing how long reimbursements take,return_refund
i want assistance to cancle purchase,order_cancel
where do i restore the password of my user profile,account_help
i have got to lodge a consumer claim,general_support
do ya ship tocanada,shipping_info
i want help to update order,order_status
want help to solve errors with payment,payment_methods
could you help me give a quick look at bill 12588,payment_methods
where do i set up the shipping address,shipping_info
assistance seeing what hours i can contact customer service,contact_support
i don t know what to do to order a few of your article,order_status
how can i get information about freemium account deletions,account_help
how can i demand rebates,return_refund
can ya show me at what time customer assistance available is,contact_support
i have probleems setting the delivery address up,shipping_info
i need to check your reimbursement policy can you help me,return_refund
want help to make a customer claim,general_support
i don t know what i need to do to see the shipment options,shipping_info
i want to correct the shipping address can you help me,shipping_info
swithcing to platinum account,account_help
i need help to edit purchase,order_status
help me creating a freemium account,account_help
assistance seeing if there is anything new on the rebate,return_refund
i do not know what to do to talk to customer service,contact_support
need to set my new shipping addrses up,shipping_info
information about the termination of my account,account_help
i have to leave a comment i need assistance,general_support
need to inform of issues with payment,payment_methods
how do i check when will my item arrive,shipping_info
i don t know what to do to get compensations of my money,return_refund
see what hours i can reach customer service,contact_support
can i use the account,account_help
help me to delete some products from purchase,order_status
i want help checking in which cases can i ask for a refund,return_refund
want assistance to notify of a payment problem,payment_methods
is there a way to leave my feedback about your services,general_support
help to sign up to your company newsleyter,account_help
i m trying to check ur accepted payment otions,payment_methods
when am i obtaining a refund,return_refund
i am looking for information about correcting the address,shipping_info
troubles setting up a delivery address,shipping_info
i do not know how to send feedback about ur products,product_search
help me to check how soon can i expect the article,shipping_info
i m trying to open a platinum account for my fiance,account_help
i don t know how to see your allowed payment modalities,payment_methods
i don t know what to do to switch to the standard account,account_help
i have got to correct the user data can i get some help,account_help
i need help buying several of ur item,order_status
i do not know what to do to see the compensation status,return_refund
help me to check your reimbursement policy,return_refund
can uhelp me to contact customer service,contact_support
i dont know how i can notify of issues with online payments,payment_methods
how can i change my personal data,account_help
can you help me purchaqse some of your item,order_status
i cannot reset the key of my account,account_help
i don t know how i can talk with customer assistance,contact_support
i do not know how i can check my bill 37777,payment_methods
i do not know how i can restore the pin code of my profile,account_help
how do i make a consumer claim against your business,general_support
i have to open a account for my dad,account_help
i want to enter the new shipping address how to do it,shipping_info
need help checking in what situations can i request refunds,return_refund
i need help with canxeling purchase,order_cancel
informing of error opening user account,account_help
i don t know how i could check my bill from,payment_methods
assistance looking for invoice 85632,payment_methods
how do i add several articles to purchase,order_status
i want help removing something from purchase,order_status
assistance to check your payment modalities,payment_methods
want assistance to delete an item from orer,order_status
y i cannot set up my new shiopping address valid,shipping_info
i want to know more about my newsletter subscription,general_support
i m trying to send soem feedback,general_support
i need assistance to see when my article is gonna arrive,shipping_info
are charges of services refundable,return_refund
can uhelp me check if there are any updates on the rebate,return_refund
i need help to check purchase current status,order_status
can you help me ordering several items,order_status
how can i file a complaint against your organization,general_support
i have signup issues,account_help
wanna change my fucking address,shipping_info
i expect a goddamn restitution of,return_refund
can i check what hours i can call customer assitsance,contact_support
i have gt to check when will my purchase arrive,order_status
can i chat with a live agent,contact_support
need help notifying of an issue with payments,payment_methods
i paid dollars for this order i need a compensation,order_status
i do not have a cacount yet i d like to create one,account_help
i need assistance changing the user information,account_help
show me in which cases can i request a refund,return_refund
help me to leave feedback for ur services,general_support
how to purchase several items,order_status
how can i cancel the newsletter subscription,general_support
how can i speak to anoperator,contact_support
where do i set the new delivery address up,shipping_info
want help seeing ur pzyment options,payment_methods
the eperience with ya was bad help me to lodge a reclamation,general_support
i need information about correcting the address,shipping_info
where can i report issues with payment,payment_methods
help me entering a different delivery address,shipping_info
i don t know how i can report problems with payment,payment_methods
could i place an orde from,shipping_info
i need help getting my goddamn invoice from,payment_methods
assistance seeing in which cases can i request refunds,return_refund
how can i demand a compensation,return_refund
how do i get my bills rfom,payment_methods
i need assistance asking for compensations of money,return_refund
i want assistance to see the status of the compensation,return_refund
i have to use the freemium profile i need help,account_help
i am trying to obtain a reimbursement,return_refund
i have to correct order can you help me,order_status
need to receive ur newsletter can ya help me,general_support
i want assistance tocancel order,order_cancel
could you help me request a compensation of my money,return_refund
removing pro account,account_help
help me submitting some feedback about ur company,general_support
where do i subscribe to ur corporate newsletter,general_support
is it possible to send some feedback about a service,general_support
i need help making a complaint,general_support
i need assistance trying to edit my delivery address,shipping_info
i am waiting for a reimbursement of dollars,return_refund
i haveto get the invoice from how can i do it,payment_methods
i want assistance to receive your company newsletter,general_support
help locating my bill from,payment_methods
is it possible to report troubles with payments,payment_methods
i need helo checking ur allowed payment methods,payment_methods
i dont know how to send feedback for a service,general_support
is there a section to send feedback about ur products,product_search
how can i earn a few fo your article,order_status
clsoe account,account_help
i try to see how soon can i expect the parcel,shipping_info
i dont know what to do to get the invoice 00108,payment_methods
i don t know what to do to get the bills from,payment_methods
i dont know what i have to do to remove my account,account_help
i expect a rebate of dollars was it processed already,return_refund
i cannot create a freemium accounmt for my daughter,account_help
i have got to buy several articles,order_status
where do i cancel my subscription to your newsletter,general_support
could i list ur accepted payment options,payment_methods
i want assistance gettingg reimbursements of my money,return_refund
i want assistance to notify of a goddamn signup problem,account_help
problem modifying delivery address,shipping_info
how do i see the withdrawal charge,general_support
i need to cyeck the withdrawal fee,general_support
need to see in what situations can i ask for a reimbursement,return_refund
i don t want this item help me cancel purchase,order_cancel
i want to see your refund policy,return_refund
checking invoices from august,payment_methods
i cannot understand you i have to contact a person,contact_support
i need assistance to get my invoice from,payment_methods
i cannot pay for these product how do i cancel the order,order_cancel
can you help me to locate the invoice from,payment_methods
need help reporting errors with registratons,account_help
i need to retrieve the pass of my user account,account_help
wanna remove a account can ya helpme,account_help
i cannot make a payment i want help to report a problem,payment_methods
i am trying to shop something,order_status
i want to check the payment modalities i need help,payment_methods
check termnation charge,general_support
i am trying to see how soon can i expect the purchase,order_status
i want assistance creating a pro account,account_help
i need help seeing in which cases can i ask for a reufnd,return_refund
i need assistance to leave a review about a product,product_search
is it possible to write a comment about your company,general_support
i have got to check the payment options how do i do it,payment_methods
i have a problem submitting a different delivery address,shipping_info
i do not know what to do to change to the account,account_help
i have got to see your refund policy i need assistance,return_refund
what do i need to do to see the termination fee,general_support
where can i list your accepted payment options,payment_methods
help me see how soon can i expect the parcel,shipping_info
problems with the removal of my account,account_help
help reporting troubles with payments,payment_methods
i want to update the info included on my user account,account_help
i want help to recver my user account pwd,account_help
i want assistance to notify of an error with a registration,account_help
i need to check the withdrawal charges,general_support
i have got to correct the data on my account help me,account_help
i m trying to download invoice 85632,payment_methods
would it be possible to locate the invoice from,payment_methods
i have got to check my bill from will uhelp me,payment_methods
can i file a complaint against ur organization,general_support
i do not know how i cancheck the eta of purchase,order_status
what are ur available payment methods,payment_methods
i am waiting for a rebate of,return_refund
is it possible to place an order from,order_status
i want to modify the delivery address,shipping_info
can uhelp me to talk to a person,contact_support
i ain t registered help opening a standard account with you,account_help
how can i see at what time i can contact customer service,contact_support
check the allowed payment options,payment_methods
how can i see what payment payment modalities are available,payment_methods
i want to change purchase,order_status
need help to make an order,order_status
i try to create a damn account,account_help
how can i acquire a product,order_status
is it possible to check when will my parcel arrive,shipping_info
can you help me setting up the new shipping address,shipping_info
help to file a consumer complaint against your organization,general_support
i want assistance to download the bill from,payment_methods
need assistance to contcat an assistant,contact_support
i do not know what i have to do to delete a account,account_help
the secondary shipping address is invalid,shipping_info
i want help setting up my secondary delivery address,shipping_info
i need to set up my new shipping address,shipping_info
i d like to recover the key of my user account,account_help
i try to speak to an assistant,contact_support
i need assistance using the platinum account,account_help
help cancelling my corporate newslettersubscription,general_support
where to see the current status of the reimbursement,return_refund
can you show me what payment options are available,payment_methods
can ya help me to check what payment methods ya accept,payment_methods
want assistance to check how long refunds take,return_refund
i want supports changing myaddress,shipping_info
i need assistance to open a gold account for my dad,account_help
i need to reocver my pass,account_help
i am calling to check what shipping options are there,shipping_info
i need to earn several articles,order_status
i am waiting for a compensation of doolars,return_refund
i do not know how i can acquire a product,order_status
can you tell me about updating my fucking shipping address,shipping_info
help setting up the secondary shipping address,shipping_info
where can i check the termination fees,general_support
assistance cancelling the subscription to ur newsletter,general_support
i want assistance to use the standard profile,account_help
errors submitting my fucking secondary delivery address,shipping_info
help me to check what delivery methods i can choose,shipping_info
could i check the termination fee,general_support
want help seeing in which cases can i requesr a refund,return_refund
is it possible to get in touch with customer assistance,contact_support
want help recovering the pass of my profile,account_help
i d like to receive the company newsletter could ya help me,general_support
another standard account for father,account_help
need help to take an quick look at my invoice 12588,payment_methods
i need assistance to shop a few of your item,order_status
i want to know about editing the shipping address,shipping_info
i am trying to see how long refunds usually take,return_refund
i want to make a consumer claim,general_support
i want help canceling order,order_cancel
what do i have to do to get my invoice from,payment_methods
can you help me to obtain compensations of my money,return_refund
modify data on premium account,account_help
i awnt information about updating my shipping address,shipping_info
is it possible to see the early termination charge,general_support
i want help checking how soon can i expect the delivery,shipping_info
can i check in which situations can i request refunds,return_refund
i would like to correct order will you help me,order_status
issue submitting the secondary delivery address,shipping_info
i have to rewet my fucking user pin i need assistance,account_help
help solving a goddamn error with online payments,payment_methods
can you help me checking the early exit charges,general_support
want help to deletd a damn article from order,order_status
assistance to buiy some of your product,order_status
assistance notifying of a trouble wigh online payment,payment_methods
is it possible to use the bloody standard profile,account_help
i want help creating a account for my dad,account_help
i need assistance informing of problems with online payments,payment_methods
i have entered a wrong shipping address i want to modify it,shipping_info
how could i edmand a refund of my money,return_refund
i want to know about editing my delivery address,shipping_info
i need help making a consumer reclamation,general_support
wanna file a consumer complaint aganst ur organization,general_support
using gold accouny,account_help
file consumer complaint,general_support
i want assistance creatinga standard account,account_help
help me notifying of problems with online payments,payment_methods
what do i need to do to receive a rebate of money,return_refund
i do not know how i can unubscribe to the newsletter,general_support
i don t know how to track purchase,order_status
need help to report a problem with signup,account_help
want help seeing what shipping methods uoffer,shipping_info
i want help to check when will my purchase arrive,order_status
could you help me to speak to customer support,contact_support
can uhelp me contact an assostant,contact_support
i want to talk to fucking customer assistance,contact_support
get invoices from december,payment_methods
help me to see what payment paymnet modalities are available,payment_methods
i am trying to cancel a freemium account,account_help
i need assistance to look for the invoice from,payment_methods
i want assistance placing an order,order_status
i don t know what i have to do to close a standard account,account_help
where do i receive rebates of my money,return_refund
want help talking to customer service,contact_support
how can i check the current status of my compensation,return_refund
where do i retrieve my profile pwd,account_help
could you help me see what methods for delivery are there,shipping_info
i have to call customer support can uhelp me,contact_support
i do not know what i have to do to get the bill 00108,payment_methods
i have an issue setting up another shipping address,shipping_info
need assistance seeing the eta of order,order_status
i have problems editing my address,shipping_info
need to locate the bill 12588 can uhelp me,payment_methods
question about correcting purchase,order_status
need to create a standard account,account_help
i do not know how i could buy an article,order_status
need help with cancelling purchase,order_cancel
what do i have to do to report a problem with sign up,account_help
help me see in which cases can i ask for an refund,return_refund
want assistance modifying my address,shipping_info
can you help me to check what shipment options are there,shipping_info
update pro account,account_help
i have to use the freemium profile,account_help
i want help to submit a different shipping address,shipping_info
problems with gold account cancellations,account_help
need help notifying of an error with payment,payment_methods
i do not know how i could download the invoice 85632,payment_methods
i m trying to check what hours i can reach customer suport,contact_support
i don t know what i have to do to delete my platinum account,account_help
modifu details on standard account,account_help
i need supports tryingh to modify my delivery address,shipping_info
i need assistance to buy several products,order_status
i need assistance to send feedback for your company,general_support
need help to notify of problems with signup,account_help
i don t know what i have to do to chat with an operator,contact_support
create new account for daughter,account_help
how do i inform of payment issues,payment_methods
how to check how soon can i expect my parcel,shipping_info
how to make a bloody customer claim against your company,general_support
i am trying to download my bills from,payment_methods
opening account,account_help
can ya help me to subscribe to ur corporate newsletter,general_support
want assistance to retrieve my profile pin,account_help
is it possible to make an order,order_status
i need to report payment issues,payment_methods
modifu details on account,account_help
what do i need to do to speak with someone,contact_support
want assistance to retrieve the pin of my account,account_help
trouble modifying delivery address,shipping_info
help me to downolad invoice 37777,payment_methods
i want assistance to retrieve my access key,account_help
i cannot sign up i need to notify of a registration problem,account_help
is it possible to notify of a problem with a signup,account_help
how do i know if there are any updates on my rebate,return_refund
i need help requeting a refund of money,return_refund
where do i retrieve my user key,account_help
i have a problem with opening a premium account,account_help
help me receive a reimbursement of money,return_refund
i don t know how i could order something,order_status
need help to take a quick look at my invoice from,payment_methods
i need help swapping an item of order,order_status
wanna see the payment methods help me,payment_methods
there is a problem trying to edit my address,shipping_info
where can i receive your company newsletter,general_support
